feature,importance
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_EBITM (daily)_lag_3,6.691630761831188e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ_Phần mềm (of FPT_CMG)_processed_ST/E (daily),6.618061845341416e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_PT (daily)_lag_6,6.5766539027105005e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ_Phần mềm (of FPT_CMG)_processed_ROA (daily),6.551509794879958e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_TSVH/TSCĐ (daily)_lag_5,6.4842230834817785e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_P/B (daily)_lag_3,6.47855063549228e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_FI/TSNH (daily),6.426160542019289e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_KTTL (daily)_lag_2,6.401328465761637e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_GROW_VCSH (daily)_lag_4,6.365396347002391e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ_Phần mềm (of FPT_CMG)_processed_CPLV/DTT (daily),6.2980155892186245e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_KTTL (daily),6.295304320349442e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_EBDM (daily)_lag_7,6.0712661701364796e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_RT (daily)_lag_7,6.03999959381178e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_Debt/TTS (daily)_lag_5,5.911016985449292e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_DPO (daily),5.850697182241407e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_P/E (daily)_lag_4,5.847082039378773e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_NDH (daily),5.841434927627077e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_TSDLH/TTS (daily)_ma_7_days,5.83011513541401e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ_Phần mềm (of FPT_CMG)_processed_GROW_LNTT (daily)_lag_4,5.807602899466476e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_GROW_LNTT (daily)_lag_5,5.750209104555203e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_EQ_Turn (daily)_lag_2,5.712392641796117e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_EPS (daily)_lag_7,5.701590690182155e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_EPS (daily)_lag_5,5.701105292940914e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_DSO (daily)_lag_2,5.613801275316361e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_RT (daily)_lag_5,5.58700734794563e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ_Phần mềm (of FPT_CMG)_processed_RT (daily)_lag_6,5.566418922146441e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_GROW_LNTT (daily)_lag_2,5.422373952283538e-06
